plot_id,triplet,quad,fucus_percent_total,fucus_number_adults,fucus_sporelings_percent,fucus_sporelings_number,acrosiphonia,chaetomorpha,cryptosiphonia,endocladia,gloiopeltis,halosaccion,hildenbrandia,masto_pap,melanosiphon,odonthalia,palmaria,petrocelis,pilayella,porphyra,pterosiphonia,ralfsia_hild,l_sitkana,l_scutulata,barnacles,barnacle_spat,mytilus,nucella,pagurus,siphonaria,onchidella,lottids,lottidae,l_digit_strig,nereidae,emplectonema,paranemertes,amphiporus,margarites,cucumaria,leptasterias,year,ulva,enteromorpha,clad_sericea,soranthera,polysiphonia,myelophycus,lottiidae,buccinum,spirorbidae,katharina,margarits_juv,elachista,neorhodomela,colpomenia,erect_coralline,antho_artemesia,crustose_coralline,a_arcta,petrocelia,callithamnion,hiatella_arctica,epiactis,irridescent_snail_homalopoma,cryptonatica_acrosiphonia,lepidochiton,flatworm,unident_polychaete,idotea
505_10,10,505,75,37,2,100-1000,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,333,15,50,0.5,20,0,0,1,0,65,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540_11,11,540,70,35,1,100-1000,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,215,13,35,0.5,10,0,0,2,0,56,0,0,0,1,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541_11,11,541,80,35,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0.5,226,3,15,0.5,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542_11,11,542,90,*~80,5,100-1000,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0.5,172,1,85,0.5,8,0,0,2,0,44,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545_12,12,545,20,15,0.5,10-100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,191,37,20,0.5,15,0,0,0,0,95,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546_12,12,546,55,42,0.5,10-100,0,0,0,0,0,0,0,0,0,8,0,0,0,0,20,0.5,215,5,15,0.5,75,0,0,6,0,78,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
547_12,12,547,40,16,0.5,10-100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0.5,229,22,40,0.5,20,0,1,0,0,150,0,0,0,0,0,0,0,0,0,2003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_1,1,113,65,47,1,10-100,0,0,0,1,1,0,0,0.5,0,5,0,0,0,0,20,0,482,5,35,0.5,25,1,2,1,0,129,0,0,0,1,2,0,0,0,0,2004,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_1,1,114,65,85,1,10-100,0,0,0,0.5,20,0,0,2,0,0,0,0,0,0,3,1,113,0,30,3,0,0,0,0,3,92,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170_1,1,170,15,24,1,1o-100,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0.5,209,17,25,0.5,35,0,2,0,0,157,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_2,2,115,20,33,1,10-100,0,0,0,10,1,0,0,2,0,0,0,0,0,0,10,0.5,293,12,25,0.5,15,1,2,0,0,187,0,0,0,0,2,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_2,2,116,30,39,0.5,10-100,0,0,0,5,0.5,0,0,0.5,0,1,0,0,0,0,20,0.5,232,2,15,0.5,70,3,1,0,0,62,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_2,2,117,45,56,1,10-100,0,0,0,5,0.5,0,0,0,0,2,0,0,0,0,10,0.5,327,6,25,0.5,30,1,1,0,0,227,0,0,0,1,1,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118_3,3,118,25,43,0,10-100,0,0,0,8,0.5,0,0,0,0,0,0,0,0,0,10,0,295,5,45,0.5,20,1,0,0,0,286,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119_3,3,119,40,32,0.5,10-100,0,0,0,15,0.5,0,0,0.5,0,25,0,0,0,0,25,0,220,3,10,0.5,15,0,0,0,0,95,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120_3,3,120,70,45,0.5,10-Jan,0,0,0,5,0,0,0,0,0,0.5,0,0,0,0,8,0.5,117,0,10,0.5,80,2,0,0,0,35,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121_4,4,121,85,50,0.5,10-Jan,0,0,0,2,0.5,0,0,1,0,10,0,0,0,0,35,0.5,190,1,10,0.5,30,3,6,1,0,141,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122_4,4,122,70,35,0.5,10-Jan,0,0,0,0.5,0,0,0,0.5,0,10,0,0,0,0,5,0.5,92,1,30,0.5,40,1,0,0,0,39,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123_4,4,123,50,35,0.5,10-Jan,0,0,0,0,0,0,0,0,0,15,0,0,0,0,25,0,87,2,20,0.5,35,0,0,0,0,24,0,0,0,0,0,0,0,0,4,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101_5,5,101,50,47,0.5,10-100,0,0,0,5,0.5,0,0,0,0,1,0,0,0,0,5,0.5,151,5,25,0.5,25,0,1,0,0,198,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102_5,5,102,35,53,0.5,10-100,0,0,0,0.5,0,0,0,0.5,0,15,0,0,0,0,30,0.5,325,3,20,0.5,55,2,1,1,0,61,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103_5,5,103,60,85,1,10-100,0,0,0,3,0,0,0,0.5,0,0,0,0,0,0,15,0,196,5,55,0.5,20,1,0,0,0,116,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_6,6,522,10,20,0.5,0-10,0,0,0,20,1,0,0,3,0,2,0,0,0,0,20,3,143,3,12,0.5,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,2004,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_6,6,523,25,25,0.5,0-10,0,0,0,2,0,0,0,0.5,0,5,0,0,0,0,15,0,182,22,10,0.5,8,3,0,0,0,82,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105_6,6,105,30,20,0.5,0-10,0,0,0,1,0,0,0,0,0,20,0,0,0,0,25,0.5,168,2,10,0.5,60,0,0,0,0,27,0,0,0,0,0,0,0,0,1,2004,0,0,0.5,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
531_7,7,531,60,34,0.5,0-10,0,0,0,0,0,0,0,0,0,30,0,0,0,0,15,0,303,5,30,0.5,2,1,0,0,0,83,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532_7,7,532,20,15,0.5,10-100,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,0.5,257,2,20,0,60,0,0,0,0,23,0,0,0,1,3,0,0,0,0,2004,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533_7,7,533,90,60,0.5,0-10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,98,0,45,0,15,4,1,0,0,17,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536_8,8,536,40,33,0.5,10-100,0,0,0,1,0,0,0,0,0,25,0,0,0,0,15,0.5,345,4,30,0.5,25,3,0,6,0,93,0,0,0,0,0,0,0,0,0,2004,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
537_8,8,537,35,25,1,100-1000,0,0,0,0.5,0,0,0,0,0,10,0,0,0,0,3,0.5,379,1,30,0.5,50,0,0,1,0,140,0,0,0,2,1,1,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538_8,8,538,90,100,1,10-100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,30,0.5,197,0,50,0.5,10,1,0,0,0,29,0,0,0,0,1,0,0,0,0,2004,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106_9,9,106,65,70,2,100-1000,0,0,0,1,0.5,0,0,0,0,3,0,0,0,0,25,0.5,237,2,30,0.5,10,0,1,0,0,102,0,0,0,0,2,0,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_9,9,107,80,95,1,10-100,0,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,10,0.5,247,8,25,0.5,20,0,0,1,0,98,0,0,0,1,4,0,0,0,0,2004,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108_9,9,108,90,60,0.5,0-10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,25,1,217,3,20,0,25,0,0,2,0,53,0,0,0,0,0,0,0,0,0,2004,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503_10,10,503,20,50,3,100-1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,284,12,15,0.5,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504_10,10,504,35,50,5,100-1000,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0.5,179,10,30,1,15,0,1,0,0,36,0,0,0,0,3,1,0,0,0,2004,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505_10,10,505,95,110,1,10-100,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0.5,133,3,45,0.5,15,0,0,0,0,56,0,0,0,0,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540_11,11,540,90,105,5,100-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,185,5,50,0.5,15,0,0,1,0,36,0,0,0,0,1,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541_11,11,541,55,100,1,100-1000,0,0,0,0.5,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,274,5,20,0.5,15,0,0,0,0,38,0,0,0,0,1,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542_11,11,542,95,135,0.5,10-100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,203,27,90,0.5,5,0,0,0,0,22,0,0,0,1,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545_12,12,545,55,65,3,10-100,0,0,0,8,1,0,0,0,0,0,0,0,0,0,5,0.5,188,21,25,0.5,10,0,0,0,0,78,0,0,0,1,2,0,0,0,0,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546_12,12,546,30,25,0.5,0-10,0,0,0,1,0,0,0,0,0,30,0,0,0,0,10,0,150,6,12,0.5,70,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
547_12,12,547,80,60,1,10-100,0,0,0,2,0.5,0,0,0,0,5,0,0,0,0,10,0,178,3,20,0.5,40,0,1,0,0,77,0,0,0,0,0,0,0,0,0,2004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_1,1,113,20,29,1,10-100,5,0,0,5,0,0,0,0,0,15,0,0,0,0,1,0.5,198,5,65,0.5,30,0,0,0,0,125,0,0,0,2,0,0,0,0,0,2005,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_1,1,114,85,85,1,10-100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,4,45,0.5,0,0,1,0,0,121,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170_1,1,170,30,28,0.5,10-100,0,0,0,25,0,0,0,0.5,0,5,0,0,0,0,0,0.5,35,20,30,0.5,50,0,0,0,0,128,0,0,0,0,0,1,0,0,0,2005,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_2,2,115,70,48,0.5,10-100,3,0,0,0.5,0,0,0,0,0,10,0,0,0,0,15,0.5,274,15,35,0.5,20,2,0,0,0,102,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_2,2,116,45,27,0.5,0-10,0.5,0,0.5,0.5,0,0,0,0,0,5,0,0,0,0,10,0.5,232,9,10,0.5,80,4,0,0,0,52,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_2,2,117,85,58,0.5,0-10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0.5,217,1,35,0.5,50,1,2,0,0,82,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118_3,3,118,50,61,0.5,10-100,0.5,0,0.5,0.5,0,0,0,0,0,3,0,0,0,0,5,0.5,121,1,55,0.5,25,1,0,0,0,185,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119_3,3,119,40,19,0.5,10-100,0.5,0,2,10,0,0,0,0,0,1,0,0,0,0,10,0.5,226,2,25,0.5,20,0,0,1,0,146,0,0,0,1,1,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120_3,3,120,20,18,0.5,0-10,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,2,0.5,94,0,20,0.5,70,1,0,0,0,65,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121_4,4,121,12,13,0.5,10-100,0,0,0,5,0,0,0,0,0,10,0,0,0,0,10,0.5,183,4,30,0.5,30,6,0,0,0,186,0,0,0,2,0,1,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122_4,4,122,20,13,0.5,10-100,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5,0.5,153,5,40,1,25,1,0,2,2,102,0,0,0,2,0,1,0,0,0,2005,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123_4,4,123,20,20,0.5,10-100,0.5,0,0,2,0,0,0,0,0,10,0,0,0,0,15,0.5,238,3,45,0.5,20,2,0,0,0,44,0,0,0,2,0,0,0,0,0,2005,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101_5,5,101,70,33,0.5,10-100,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,194,2,25,0.5,30,1,0,0,0,85,0,0,0,2,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102_5,5,102,65,30,0.5,10-100,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0.5,203,5,20,0.5,70,2,1,2,1,43,0,0,0,2,0,0,0,0,0,2005,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103_5,5,103,99,50,0.5,0-10,0.5,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0.5,179,0,60,0.5,20,8,2,0,0,32,0,0,0,1,0,1,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522_6,6,522,25,20,0.5,0-10,1,0,0,5,0,0,0,0.5,0,1,0,0,0,0,5,2,262,10,25,0.5,5,0,0,3,0,82,0,0,0,1,0,0,0,0,1,2005,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523_6,6,523,1,3,0.5,0-10,0.5,0,0,5,0,0,0,0.5,0,1,0,0,0,0,7,0,268,4,50,0.5,10,0,0,1,0,196,0,0,0,0,0,0,0,0,0,2005,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105_6,6,105,1,6,0.5,0-10,1,0,0,5,0,0,0,0,0,10,0,0,0,0,15,0.5,177,4,15,0.5,70,2,0,0,0,32,0,0,0,1,0,1,0,0,0,2005,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
531_7,7,531,10,15,0.5,10-100,1,0,0,0,0,0,0,0.5,0,12,0,0,0,0,15,0,215,2,65,0.5,7,0,0,0,0,95,0,0,0,1,0,1,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532_7,7,532,20,25,0.5,10-100,1,0,0.5,0,0,0,0,0,0,5,0,0,0,0,20,0,155,0,20,0.5,60,0,0,0,0,86,0,0,0,0,0,0,0,0,0,2005,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533_7,7,533,30,22,0.5,0-10,0.5,0,0,0,0,0,0,0.5,0,5,0,0,0,0,8,0,168,1,25,0.5,35,0,0,0,0,88,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536_8,8,536,35,40,1,10-100,0.5,0,0.5,5,0,0,0,0,0,10,0,0,0,0,15,0.5,214,3,30,0.5,35,0,0,0,0,97,0,0,0,0,0,0,0,0,0,2005,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537_8,8,537,70,65,0.5,10-100,0.5,0,1,1,0,0,0,0,0,10,0,0,0,0,8,0.5,108,5,35,0.5,50,0,0,0,0,53,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538_8,8,538,60,35,0.5,10-100,0.5,0,0,1,0,0,0,0,0,3,0,0,0,0,15,0.5,173,0,60,0,25,0,0,0,0,71,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106_9,9,106,75,60,0.5,10-100,0.5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,175,0,30,0.5,25,0,0,0,0,96,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107_9,9,107,100,63,0.5,0-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,203,0,30,0.5,20,2,0,1,0,52,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108_9,9,108,90,35,0.5,10-100,0,0,0,0,0,0,0,0,0,15,0,0,0,0,2,0,105,0,15,0.5,20,0,0,0,0,125,0,0,0,0,0,0,0,0,0,2005,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503_10,10,503,15,27,0.5,0-10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,155,3,20,0.5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504_10,10,504,60,55,0.5,10-100,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,176,9,30,0.5,15,0,0,0,0,19,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505_10,10,505,60,65,0.5,0-10,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,274,23,45,0.5,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540_11,11,540,65,78,5,100-1000,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,163,1,60,0.5,15,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541_11,11,541,55,95,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,164,3,35,0.5,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542_11,11,542,5,30,0.5,10-100,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,277,3,85,0.5,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545_12,12,545,95,48,0.5,0-10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5,289,3,45,0.5,15,0,0,0,0,69,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546_12,12,546,30,18,0.5,10-100,0.5,0,1,0,0,0,0,0,0,5,0,0,0,0,25,0.5,220,5,15,0.5,75,0,0,0,0,28,0,0,0,0,0,0,0,0,0,2005,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547_12,12,547,95,63,0.5,0-10,0.5,0,0,0,0,0,0,0,0,5,0,0,0,0,15,0.5,252,2,40,0.5,30,0,0,0,0,41,0,0,0,0,0,0,0,0,0,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113_1,1,113,55,70,0.5,10-100,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0.5,0.5,102,2,50,25,15,2,0,5,0,2,0,0,0,2,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_1,1,114,80,60,1,10-100,0,0,0,0.5,0.5,0,0,1,0,7,0,0,0,0,2,0.5,77,0,20,10,0.5,0,2,12,0,167,0,0,0,0,0,1,0,0,0,2006,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170_1,1,170,40,48,0.5,10-100,0,0,0,30,0,0,0,0.5,0,0,0,0,0,0,0,0,27,8,35,0.5,30,0,0,0,0,77,0,0,0,6,0,0,0,0,0,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115_2,2,115,55,30,0.5,0-10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,147,3,20,0.5,10,6,15,0,0,42,0,0,0,3,0,2,0,0,0,2006,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116_2,2,116,5,3,0.5,0-10,0.5,0,0,0.5,0,0,0,0,0,2,0,0,0,0,5,0,109,7,10,65,8,3,3,0,0,42,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117_2,2,117,8,5,0.5,0-10,0,0,0,0.5,0,0,0,0,0,3,0,0,0,0,0,0,206,2,15,20,15,0,0,0,0,32,0,0,0,0,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118_3,3,118,10,14,0.5,10-100,0,0,0,0.5,0,0,0,0,0,5,0,0,0,0,2,0,40,5,55,1,30,0,0,0,0,152,0,0,0,2,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119_3,3,119,10,15,0.5,10-100,0,0,0,7,0,0,0,0,0,12,0,0,0,0,15,0,207,3,20,5,8,2,2,0,0,91,0,0,0,2,0,0,0,0,0,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
